10-02 23:02:07.840 10005 10030 I Unity   : MemoryManager: Using 'Dynamic Heap' Allocator.
10-02 23:02:08.016 10005 10030 W Unity   : The referenced script on this Behaviour (Game Object '<null>') is missing!
10-02 23:02:08.016 10005 10030 E Unity   : A scripted object (probably UnityEngine.XR.MagicLeap.MagicLeapSettings?) has a different serialization layout when loading. (Read 52 bytes but expected 76 bytes)
10-02 23:02:08.016 10005 10030 E Unity   : Did you #ifdef UNITY_EDITOR a section of your serialized properties in any of your scripts?
10-02 23:02:08.020 10005 10030 I Unity   : XRGeneral Settings awakening...
10-02 23:02:08.020 10005 10030 I Unity   : UnityEngine.XR.Management.XRGeneralSettings:Awake()
10-02 23:02:08.020 10005 10030 I Unity   : 
10-02 23:02:21.500 10005 10030 I Unity   : Success to validate the token!
10-02 23:02:21.500 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<IsValidAccessToken>d__1:MoveNext()
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:21.500 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:21.500 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:21.500 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:21.500 10005 10030 I Unity   : <Post>d__2`1:MoveNext()
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:21.500 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:21.500 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:21.500 10005 10030 I Unity   : System.Threading.SendOrPostCallback:Invoke(Object)
10-02 23:02:21.500 10005 10030 I Unity   : UnityEngine.WorkRequest:Invoke()
10-02 23:02:21.500 10005 10030 I Unity   : UnityEngine.UnitySynchronizationContext:Exec()
10-02 23:02:21.500 10005 10030 I Unity   : 
10-02 23:02:27.245 10005 10030 I Unity   : Image server validate response is valid
10-02 23:02:27.245 10005 10030 I Unity   : System.Action`1:Invoke(T)
10-02 23:02:27.245 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<CheckAvailableAreaAsync>d__13:MoveNext()
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.245 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.245 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.245 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.245 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<SendGrpcAsync>d__2`1:MoveNext()
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.245 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.245 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.245 10005 10030 I Unity   : System.Threading.SendOrPostCallback:Invoke(Object)
10-02 23:02:27.245 10005 10030 I Unity   : UnityEngine.Wo
10-02 23:02:27.311 10005 10030 I Unity   : Solver server validate response is valid
10-02 23:02:27.311 10005 10030 I Unity   : System.Action`1:Invoke(T)
10-02 23:02:27.311 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<SolverStatusCheckAsync>d__10:MoveNext()
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.311 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.311 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.311 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.311 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<SendGrpcAsync>d__2`1:MoveNext()
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.311 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.311 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.311 10005 10030 I Unity   : System.Threading.SendOrPostCallback:Invoke(Object)
10-02 23:02:27.311 10005 10030 I Unity   : UnityEngine.Wo
10-02 23:02:27.339 10005 10030 I Unity   : arPose Covariance: [ 1, 1 ]
10-02 23:02:27.339 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.339 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.339 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.339 10005 10030 I Unity   : 
10-02 23:02:27.342 10005 10030 I Unity   : downSizeImageFactor: 1
10-02 23:02:27.342 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.342 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.342 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.342 10005 10030 I Unity   : 
10-02 23:02:27.367 10005 10030 I Unity   : arPose Covariance: [ 1, 1 ]
10-02 23:02:27.367 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.367 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.367 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.367 10005 10030 I Unity   : 
10-02 23:02:27.368 10005 10030 I Unity   : downSizeImageFactor: 1
10-02 23:02:27.368 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.368 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.368 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.368 10005 10030 I Unity   : 
10-02 23:02:27.421 10005 10030 I Unity   : arPose Covariance: [ 1, 1 ]
10-02 23:02:27.421 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.421 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.421 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.421 10005 10030 I Unity   : 
10-02 23:02:27.422 10005 10030 I Unity   : downSizeImageFactor: 1
10-02 23:02:27.422 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.422 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.422 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.422 10005 10030 I Unity   : 
10-02 23:02:27.528 10005 10030 I Unity   : { "pixelFocalLength": 479.512756, "principalPointX": 321.5515, "principalPointY": 238.641647 }
10-02 23:02:27.528 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.528 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.528 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.528 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.528 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<XrImageToPngByteString>d__2:MoveNext()
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.528 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.528 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.528 10005 10030 I Unity   : System.Threading.SendOrPostCallbac
10-02 23:02:27.567 10005 10030 I Unity   : { "pixelFocalLength": 479.512756, "principalPointX": 321.5515, "principalPointY": 238.641647 }
10-02 23:02:27.567 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.567 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.567 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.567 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.567 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<XrImageToPngByteString>d__2:MoveNext()
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.567 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.567 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.567 10005 10030 I Unity   : System.Threading.SendOrPostCallbac
10-02 23:02:27.579 10005 10030 I Unity   : arPose Covariance: [ 1, 1 ]
10-02 23:02:27.579 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.579 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.579 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.579 10005 10030 I Unity   : 
10-02 23:02:27.580 10005 10030 I Unity   : downSizeImageFactor: 1
10-02 23:02:27.580 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.580 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.580 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.580 10005 10030 I Unity   : 
10-02 23:02:27.613 10005 10030 I Unity   : { "pixelFocalLength": 479.512756, "principalPointX": 321.5515, "principalPointY": 238.641647 }
10-02 23:02:27.613 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.613 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.613 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.613 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.613 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<XrImageToPngByteString>d__2:MoveNext()
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.613 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.613 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.613 10005 10030 I Unity   : System.Threading.SendOrPostCallbac
10-02 23:02:27.618 10005 10030 I Unity   : arPose Covariance: [ 1, 1 ]
10-02 23:02:27.618 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.618 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.618 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.618 10005 10030 I Unity   : 
10-02 23:02:27.618 10005 10030 I Unity   : downSizeImageFactor: 1
10-02 23:02:27.618 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.618 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.618 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.618 10005 10030 I Unity   : 
10-02 23:02:27.635 10005 10030 I Unity   : arPose Covariance: [ 1, 1 ]
10-02 23:02:27.635 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.635 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.635 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.635 10005 10030 I Unity   : 
10-02 23:02:27.635 10005 10030 I Unity   : downSizeImageFactor: 1
10-02 23:02:27.635 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.635 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncVoidMethodBuilder:Start(TStateMachine&)
10-02 23:02:27.635 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.ARCloudSession:LocalizeTaskUpdate()
10-02 23:02:27.635 10005 10030 I Unity   : 
10-02 23:02:27.670 10005 10030 I Unity   : { "pixelFocalLength": 479.512756, "principalPointX": 321.5515, "principalPointY": 238.641647 }
10-02 23:02:27.670 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.670 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.670 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.670 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.670 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<XrImageToPngByteString>d__2:MoveNext()
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.670 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.670 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.670 10005 10030 I Unity   : System.Threading.SendOrPostCallbac
10-02 23:02:27.762 10005 10030 I Unity   : { "pixelFocalLength": 479.512756, "principalPointX": 321.5515, "principalPointY": 238.641647 }
10-02 23:02:27.762 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.762 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.762 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.762 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.762 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<XrImageToPngByteString>d__2:MoveNext()
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.762 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.762 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.762 10005 10030 I Unity   : System.Threading.SendOrPostCallbac
10-02 23:02:27.800 10005 10030 I Unity   : { "pixelFocalLength": 479.512756, "principalPointX": 321.5515, "principalPointY": 238.641647 }
10-02 23:02:27.800 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<LocalizeTaskUpdate>d__25:MoveNext()
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.800 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.800 10005 10030 I Unity   : System.Action:Invoke()
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunCallback(ContextCallback, Object, Task&)
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
10-02 23:02:27.800 10005 10030 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
10-02 23:02:27.800 10005 10030 I Unity   : UnityEngine.Graffity.ARCloud.<XrImageToPngByteString>d__2:MoveNext()
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.ContextCallback:Invoke(Object)
10-02 23:02:27.800 10005 10030 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
10-02 23:02:27.800 10005 10030 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
10-02 23:02:27.800 10005 10030 I Unity   : System.Action:Invoke()
